,Tweet,Textlabel,sentiment,Category
575,enjoy new smyrna beach..full seaweed shallow fugly green water shark nothing comp,neutral,0.0007575757575757625,non bullying
576,lizzie mcguire invented feminism destroyed gender stereotype single episode wow,neutral,0.01428571428571429,non bullying
577,lizzie mcguire invented feminism destroyed gender stereotype single episode wow,neutral,0.01428571428571429,non bullying
578,opposite know exactly use line fugly shit..,neutral,0.016666666666666663,non bullying
579,opposite know exactly use line fugly shit..,neutral,0.016666666666666663,non bullying
580,opposite know exactly use line fugly shit..,neutral,0.016666666666666663,non bullying
581,thing blow mind fact apparently punch wall american house dent 'like actually bre,neutral,0.016666666666666666,non bullying
582,beating white people say nigger posting social medium,neutral,0.016666666666666666,non bullying
583,thing blow mind fact apparently punch wall american house dent 'like actually bre,neutral,0.016666666666666666,non bullying
584,low average iq population see much violence among gujarati muslim,neutral,0.016666666666666673,non bullying
585,low average iq population see much violence among gujarati muslim,neutral,0.016666666666666673,non bullying
586,apparently virtual riot/nazi rally runescape earlier jagex developer released lgbt awaren,neutral,0.025,non bullying
587,apparently virtual riot/nazi rally runescape earlier jagex developer released lgbt awaren,neutral,0.025,non bullying
588,general conservative seem prone flip way liberal 're jewish awa,neutral,0.02500000000000001,non bullying
589,general conservative seem prone flip way liberal 're jewish awa,neutral,0.02500000000000001,non bullying
590,diageo jane walker whiskey socially tone-deaf marketing also masquerading philanthropy,neutral,0.03333333333333333,non bullying
591,democrat social liberal 'the pepe hav,neutral,0.03333333333333333,non bullying
592,considering anti- 2a republican getting anywhere near presidency.also low iq bigly time..,neutral,0.03333333333333333,non bullying
593,diageo jane walker whiskey socially tone-deaf marketing also masquerading philanthropy,neutral,0.03333333333333333,non bullying
594,democrat social liberal 'the pepe hav,neutral,0.03333333333333333,non bullying
595,really think crazy many people including alpha assume think u goddess roxy husband,neutral,0.03333333333333335,non bullying
596,really think crazy many people including alpha assume think u goddess roxy husband,neutral,0.03333333333333335,non bullying
597,wow conq varus actually look good unlike fucking horrifically fugly conq karma,neutral,0.04999999999999999,non bullying
598,fuck love you..,neutral,0.04999999999999999,non bullying
599,.this honestly look fake dude get woman please ky,neutral,0.04999999999999999,non bullying
600,.sleepovers fun till someone oversleeps get trouble school 'will help .summerbrooksxxx,neutral,0.04999999999999999,non bullying
601,wow conq varus actually look good unlike fucking horrifically fugly conq karma,neutral,0.04999999999999999,non bullying
602,wow conq varus actually look good unlike fucking horrifically fugly conq karma,neutral,0.04999999999999999,non bullying
603,fuck love you..,neutral,0.04999999999999999,non bullying
604,.this honestly look fake dude get woman please ky,neutral,0.04999999999999999,non bullying
605,.sleepovers fun till someone oversleeps get trouble school 'will help .summerbrooksxxx,neutral,0.04999999999999999,non bullying
606,entire career focused challenging male violence woman exploitative system like prostitution th,neutral,0.05,non bullying
607,cousin verbally attacked man 'he started abuse young sikh girl wore turban physically as,neutral,0.05,non bullying
608,.realdonaldtrump wow ridiculously low iq,neutral,0.05,non bullying
609,entire career focused challenging male violence woman exploitative system like prostitution th,neutral,0.05,non bullying
610,cousin verbally attacked man 'he started abuse young sikh girl wore turban physically as,neutral,0.05,non bullying
611,.realdonaldtrump wow ridiculously low iq,neutral,0.05,non bullying
612,findom woke thailand gf next easy fuck first thing mind go outside log f,neutral,0.05666666666666665,non bullying
613,findom woke thailand gf next easy fuck first thing mind go outside log f,neutral,0.05666666666666665,non bullying
614,nobody half brain care opinion. 're deep state swamp creature true intent,neutral,0.06111111111111111,non bullying
615,'m sure entertaining watch seems bunch moron beating sh,neutral,0.06666666666666665,non bullying
616,'m sure entertaining watch seems bunch moron beating sh,neutral,0.06666666666666665,non bullying
617,top 1 ky see average tax cut 7086 'people make 175000 427000 yr see average tax cu,neutral,0.06666666666666668,non bullying
618,top 1 ky see average tax cut 7086 'people make 175000 427000 yr see average tax cu,neutral,0.06666666666666668,non bullying
619,new gospel woman katharine bushnell challenge christian feminism .oupacademic,neutral,0.06818181818181818,non bullying
620,.this guy writes amazing sexy fuck story 'this one pill turn whatever fat fuck,neutral,0.07500000000000001,non bullying
621,.this guy writes amazing sexy fuck story 'this one pill turn whatever fat fuck,neutral,0.07500000000000001,non bullying
622,people talk lot shit famous politician spending ton money absurdly nice wooden table unfortunate,neutral,0.07999999999999999,non bullying
623,people talk lot shit famous politician spending ton money absurdly nice wooden table unfortunate,neutral,0.07999999999999999,non bullying
624,.a nazi troll outed extreme right in-fight 'he call alt-right buy,neutral,0.08035714285714285,non bullying
625,east asian marginally higher iq white suggestion importance numerolog,neutral,0.08333333333333333,non bullying
626,middle easterner grouped white people ethnic section application really funny bc,neutral,0.08333333333333333,non bullying
627,east asian marginally higher iq white suggestion importance numerolog,neutral,0.08333333333333333,non bullying
628,middle easterner grouped white people ethnic section application really funny bc,neutral,0.08333333333333333,non bullying
629,seanhannity johnkerry really special little libtard,neutral,0.08482142857142858,non bullying
630,nazi left want end 2nd say civil war 2 die right,neutral,0.09523809523809523,non bullying
631,.everybody right stay claiming superior fugly .how ugly,neutral,0.09523809523809523,non bullying
632,nazi left want end 2nd say civil war 2 die right,neutral,0.09523809523809523,non bullying
633,.everybody right stay claiming superior fugly .how ugly,neutral,0.09523809523809523,non bullying
634,got ta nice people fuck don\'t,neutral,0.09999999999999998,non bullying
635,got ta nice people fuck don\'t,neutral,0.09999999999999998,non bullying
